319996,7/4/2017,2017-2018,2017-2018,AIE,DUE,446202,15CCCE101479,15CCCE101479,Alumni,General,School of Computing Science & Engineering,B.Tech/B.Tech (Hons) Computer Science Engineering,School of Computing Science,B.Tech in CSE 2015-16 V Sem IX,,Library BookC Recieved,800,0,0,0,0,0,0,0,0,DUE
319997,7/4/2017,2017-2018,2017-2018,AIE,DUE,446195,15CCCE101477,15CCCE101477,Alumni,General,School of Computing Science & Engineering,B.Tech/B.Tech (Hons) Computer Science Engineering,School of Computing Science,B.Tech in CSE 2015-16 V Sem IX,,TUITION FEE,149000,0,0,0,0,0,0,0,0,DUE
319998,7/4/2017,2017-2018,2017-2018,AIE,DUE,446195,15CCCE101477,15CCCE101477,Alumni,General,School of Computing Science & Engineering,B.Tech/B.Tech (Hons) Computer Science Engineering,School of Computing Science,B.Tech in CSE 2015-16 V Sem IX,,Exam Fee,10000,0,0,0,0,0,0,0,0,DUE
319999,7/4/2017,2017-2018,2017-2018,AIE,DUE,446195,15CCCE101477,15CCCE101477,Alumni,General,School of Computing Science & Engineering,B.Tech/B.Tech (Hons) Computer Science Engineering,School of Computing Science,B.Tech in CSE 2015-16 V Sem IX,,Fine Fee,400,0,0,0,0,0,0,0,0,DUE
320000,7/4/2017,2017-2018,2017-2018,AIE,DUE,446195,15CCCE101477,15CCCE101477,Alumni,General,School of Computing Science & Engineering,B.Tech/B.Tech (Hons) Computer Science Engineering,School of Computing Science,B.Tech in CSE 2015-16 V Sem IX,,Library BookC Recieved,800,0,0,0,0,0,0,0,0,DUE
320001,7/4/2017,2017-2018,2017-2018,AIE,DUE,544150,15GCOB201121,15GCOB201121,No Information,General,School of Business,MBA in dual specialization ,School of Business,MBA in dual specialization  2017-2018 Trimester VI Trimester VI,,Degree/Convocation/Certificate fee,1000,0,0,0,0,0,0,0,0,DUE
320002,7/4/2017,2017-2018,2017-2018,AIE,DUE,544153,15GCOB201122,15GCOB201122,No Information,General,School of Business,MBA in dual specialization ,School of Business,MBA in dual specialization  2017-2018 Trimester VI Trimester VI,,Degree/Convocation/Certificate fee,1000,0,0,0,0,0,0,0,0,DUE
320003,7/4/2017,2017-2018,2017-2018,AIE,DUE,544167,15GCOB201126,15GCOB201126,No Information,General,School of Business,MBA in dual specialization ,School of Business,MBA in dual specialization  2017-2018 Trimester VI Trimester VI,,Tuition Fee (Back Paper),1800,0,0,0,0,0,0,0,0,DUE
320004,7/4/2017,2017-2018,2017-2018,AIE,DUE,544167,15GCOB201126,15GCOB201126,No Information,General,School of Business,MBA in dual specialization ,School of Business,MBA in dual specialization  2017-2018 Trimester VI Trimester VI,,Exam Fee (Back Paper),1500,0,0,0,0,0,0,0,0,DUE
320005,7/4/2017,2017-2018,2017-2018,AIE,DUE,544173,15GCOB201128,15GCOB201128,No Information,General,School of Business,MBA in dual specialization ,School of Business,MBA in dual specialization  2017-2018 Trimester VI Trimester VI,,Degree/Convocation/Certificate fee,1000,0,0,0,0,0,0,0,0,DUE
