714996,30-04-2020,2020-2021,2020-2021,AIE,RCPT,953594,19SMAS1030022,19SMAS1030022,Active,General,School of Medical and Allied Sciences,Bachelor of Optometry,School of Medical and Allied Sciences,B.OPT-2019-20 II Sem IV,2019-20/C13/CC/TF/628,TUITION FEE,0,50000,0,0,0,0,0,0,0,
714997,30-04-2020,2020-2021,2020-2021,AIE,RCPT,953594,19SMAS1030022,19SMAS1030022,Active,General,School of Medical and Allied Sciences,Bachelor of Optometry,School of Medical and Allied Sciences,B.OPT-2019-20 II Sem IV,2019-20/C13/CC/TF/628,Exam Fee,0,10000,0,0,0,0,0,0,0,
714998,30-04-2020,2020-2021,2020-2021,NRI,SCHOLARSHIP,610356,18SMAS1020098,18SMAS1020098,Active,General,School of Medical and Allied Sciences,Bachelor of Pharmacy,School of Medical and Allied Sciences,B.Pharma 2018-19 III Sem VI,,TUITION FEE,0,0,0,35000,0,0,0,0,0,
714999,30-04-2020,2020-2021,2020-2021,NRI,SCHOLARSHIP,610387,18SMAS1010159,18SMAS1010159,Active,General,School of Medical and Allied Sciences,Bachelor of Physiotherapy,School of Medical and Allied Sciences,BPT 2018-19 III Sem VI,,TUITION FEE,0,0,0,90000,0,0,0,0,0,
715000,30-04-2020,2020-2021,2020-2021,NRI,SCHOLARSHIP,610364,18SMAS1020095,18SMAS1020095,Active,General,School of Medical and Allied Sciences,Bachelor of Pharmacy,School of Medical and Allied Sciences,B.Pharma 2018-19 III Sem VI,,TUITION FEE,0,0,0,90000,0,0,0,0,0,
715001,30-04-2020,2020-2021,2020-2021,NRI,SCHOLARSHIP,610390,18SMAS1010146,18SMAS1010146,Active,General,School of Medical and Allied Sciences,Bachelor of Physiotherapy,School of Medical and Allied Sciences,BPT 2018-19 III Sem VI,,TUITION FEE,0,0,0,90000,0,0,0,0,0,
715002,30-04-2020,2019-2020,2019-2020,AIE,RCPT,846319,13SECE301001,13SECE301001,Alumni,General,School of Electrical Electronics & Communication Engineering,Ph.D Electrical Engineering,School of Electrical  Electronics,PHD EE II Sem III,2019-20/C13/NEFT/TF/4333,TUITION FEE,0,50000,0,0,0,0,0,0,0,30/04/2020 < NEFT/ SBIN420121372787/ Mr GIRISH KUMAR GAUR/ SBIN0 < 50000
715003,30-04-2020,2020-2021,2020-2021,NRI,RCPT,1061730,17727T020CUSMAS102N108,20SMAS1020111,Provisional,NON SAARC NRI,School of Medical and Allied Sciences,Bachelor of Pharmacy,School of Medical and Allied Sciences,B.Pharma 2020-21 I Sem I,2020-2021/AIE/C13/26477,TUITION FEE,0,84500,0,0,0,0,0,0,0,30-04-2020 BRN-REF NO.0624RIR2000069 USD 1760
715004,30-04-2020,2020-2021,2020-2021,NRI,SCHOLARSHIP,610380,18SMAS1010165,18SMAS1010165,Active,General,School of Medical and Allied Sciences,Bachelor of Physiotherapy,School of Medical and Allied Sciences,BPT 2018-19 III Sem VI,,TUITION FEE,0,0,0,90000,0,0,0,0,0,
715005,30-04-2020,2020-2021,2020-2021,AIE,RCPT,916366,17SMAS101009,17SMAS101009,Active,General,School of Medical and Allied Sciences,Bachelor of Physiotherapy,School of Medical and Allied Sciences,BPT2014-15 IV Sem VIII,2020-21/C13/NEFT/TF/600,TUITION FEE,0,50000,0,0,0,0,0,0,0,30/04/2020 < NEFT/ PUNBH20121456299/ INTERBANK DEBIT CREDIT/ PUNB0 < 60000
715006,30-04-2020,2020-2021,2020-2021,AIE,RCPT,916366,17SMAS101009,17SMAS101009,Active,General,School of Medical and Allied Sciences,Bachelor of Physiotherapy,School of Medical and Allied Sciences,BPT2014-15 IV Sem VIII,2020-21/C13/NEFT/TF/600,Exam Fee,0,10000,0,0,0,0,0,0,0,30/04/2020 < NEFT/ PUNBH20121456299/ INTERBANK DEBIT CREDIT/ PUNB0 < 60000
715007,30-04-2020,2020-2021,2020-2021,NRI,SCHOLARSHIP,610383,18SMAS1010164,18SMAS1010164,Cancelled,General,School of Medical and Allied Sciences,Bachelor of Physiotherapy,School of Medical and Allied Sciences,BPT 2019-20 I Sem II,,TUITION FEE,0,0,0,15000,0,0,0,0,0,
715008,30-04-2020,2020-2021,2020-2021,AIE,RCPT,939032,18GSOB1010023,18GSOB1010023,Active,General,School of Business,Bachelor of Business Administration,School of Business,BBA 2018-19 III Sem VI,2019-20/C13/CC/TF/627,TUITION FEE,0,10000,0,0,0,0,0,0,0,
715009,30-04-2020,2020-2021,2020-2021,AIE,RCPT,939032,18GSOB1010023,18GSOB1010023,Active,General,School of Business,Bachelor of Business Administration,School of Business,BBA 2018-19 III Sem VI,2019-20/C13/CC/TF/627,Exam Fee,0,10000,0,0,0,0,0,0,0,
715010,30-04-2020,2020-2021,2020-2021,AIE,RCPT,929054,17SMAS102044,17SMAS102044,Active,General,School of Medical and Allied Sciences,Bachelor of Pharmacy,School of Medical and Allied Sciences,B. Pharm 2017-18 IV SEM  VIII,2019-20/C13/CC/TF/626,TUITION FEE,0,25000,0,0,0,0,0,0,0,
715011,30-04-2020,2020-2021,2020-2021,AIE,RCPT,929054,17SMAS102044,17SMAS102044,Active,General,School of Medical and Allied Sciences,Bachelor of Pharmacy,School of Medical and Allied Sciences,B. Pharm 2017-18 IV SEM  VIII,2019-20/C13/CC/TF/626,Exam Fee,0,10000,0,0,0,0,0,0,0,
715012,30-04-2020,2020-2021,2020-2021,NRI,SCHOLARSHIP,610377,18SMAS1010166,18SMAS1010166,Active,General,School of Medical and Allied Sciences,Bachelor of Physiotherapy,School of Medical and Allied Sciences,BPT 2018-19 III Sem VI,,TUITION FEE,0,0,0,90000,0,0,0,0,0,
715013,30-04-2020,2020-2021,2020-2021,NRI,SCHOLARSHIP,610368,18SMAS1020094,18SMAS1020094,Active,General,School of Medical and Allied Sciences,Bachelor of Pharmacy,School of Medical and Allied Sciences,B.Pharma 2018-19 III Sem VI,,TUITION FEE,0,0,0,25000,0,0,0,0,0,
715014,30-04-2020,2020-2021,2020-2021,NRI,SCHOLARSHIP,610372,18SMAS1020091,18SMAS1020091,Active,General,School of Medical and Allied Sciences,Bachelor of Pharmacy,School of Medical and Allied Sciences,B.Pharma 2018-19 III Sem VI,,TUITION FEE,0,0,0,30000,0,0,0,0,0,
715015,30-04-2020,2020-2021,2020-2021,AIEEE,RCPT,922711,17SCSE101419,17SCSE101419,Active,General,School of Computing Science & Engineering,B.Tech/B.Tech (Hons) Computer Science Engineering,School of Computing Science,B.Tech in CSE 2017-18 IV Sem VIII,2019-20/C13/NEFT/TF/4359,TUITION FEE,0,149000,0,0,0,0,0,0,0,30/04/2020 < NEFT/ PUNBH20121333472/ EKTA VERMA/ PUNB0873500 < 159000
715016,30-04-2020,2020-2021,2020-2021,AIEEE,RCPT,922711,17SCSE101419,17SCSE101419,Active,General,School of Computing Science & Engineering,B.Tech/B.Tech (Hons) Computer Science Engineering,School of Computing Science,B.Tech in CSE 2017-18 IV Sem VIII,2019-20/C13/NEFT/TF/4359,Exam Fee,0,10000,0,0,0,0,0,0,0,30/04/2020 < NEFT/ PUNBH20121333472/ EKTA VERMA/ PUNB0873500 < 159000
715017,30-04-2020,2020-2021,2020-2021,AIE,RCPT,947890,19SCSE1010318,19SCSE1010318,Active,General,School of Computing Science & Engineering,B.Tech/B.Tech (Hons) Computer Science Engineering,School of Computing Science,B.Tech CSE 2019-20 II Sem IV,2020-21/C13/NEFT/TF/102,TUITION FEE,0,149000,0,0,0,0,0,0,0,"30/04/2020 < ""NEFT/ PUNBH20121344424/ KEDAR SINGH/ PUNB0013300"" < 159000"
715018,30-04-2020,2020-2021,2020-2021,AIE,RCPT,947890,19SCSE1010318,19SCSE1010318,Active,General,School of Computing Science & Engineering,B.Tech/B.Tech (Hons) Computer Science Engineering,School of Computing Science,B.Tech CSE 2019-20 II Sem IV,2020-21/C13/NEFT/TF/102,Exam Fee,0,10000,0,0,0,0,0,0,0,"30/04/2020 < ""NEFT/ PUNBH20121344424/ KEDAR SINGH/ PUNB0013300"" < 159000"
715019,30-04-2020,2020-2021,2020-2021,NRI,SCHOLARSHIP,610340,18SMAS1030039,18SMAS1030039,Active,General,School of Medical and Allied Sciences,Bachelor of Optometry,School of Medical and Allied Sciences,B.OPT-2018-19 III Sem VI,,TUITION FEE,0,0,0,90000,0,0,0,0,0,
715020,30-04-2020,2020-2021,2020-2021,NRI,SCHOLARSHIP,610290,18SMAS1040036,18SMAS1040036,Active,General,School of Medical and Allied Sciences,B.Sc Cardiovascular Technology,School of Medical and Allied Sciences,B.Sc CVT 2018-19 III Sem VI,,TUITION FEE,0,0,0,90000,0,0,0,0,0,
715021,30-04-2020,2020-2021,2020-2021,NRI,SCHOLARSHIP,610286,18SMAS1040039,18SMAS1040039,Active,General,School of Medical and Allied Sciences,B.Sc Cardiovascular Technology,School of Medical and Allied Sciences,B.Sc CVT 2018-19 III Sem VI,,TUITION FEE,0,0,0,90000,0,0,0,0,0,
715022,30-04-2020,2020-2021,2020-2021,NRI,SCHOLARSHIP,610293,18SMAS1040035,18SMAS1040035,Active,General,School of Medical and Allied Sciences,B.Sc Cardiovascular Technology,School of Medical and Allied Sciences,B.Sc CVT 2018-19 III Sem VI,,TUITION FEE,0,0,0,90000,0,0,0,0,0,
715023,30-04-2020,2020-2021,2020-2021,NRI,SCHOLARSHIP,610103,18SOCE1010055,18SOCE1010055,Cancelled,General,School of Civil Engineering,B.Tech/B.Tech (Hons) Civil Engineering,School of Civil Engineering,B.Tech Civil 2018-19 II Sem IV,,TUITION FEE,0,0,0,114000,0,0,0,0,0,
715024,30-04-2020,2020-2021,2020-2021,NRI,SCHOLARSHIP,610297,18SMAS1040034,18SMAS1040034,Cancelled,General,School of Medical and Allied Sciences,B.Sc Cardiovascular Technology,School of Medical and Allied Sciences,B.Sc CVT-2018-19 III Sem V,,TUITION FEE,0,0,0,90000,0,0,0,0,0,
715025,30-04-2020,2020-2021,2020-2021,NRI,SCHOLARSHIP,610100,18SOCE1010058,18SOCE1010058,Active,General,School of Civil Engineering,B.Tech/B.Tech (Hons) Civil Engineering,School of Civil Engineering,B.Tech Civil 2018-19 III Sem VI,,TUITION FEE,0,0,0,44700,0,0,0,0,0,
715026,30-04-2020,2020-2021,2020-2021,NRI,SCHOLARSHIP,610282,18SMAS1040040,18SMAS1040040,Active,General,School of Medical and Allied Sciences,B.Sc Cardiovascular Technology,School of Medical and Allied Sciences,B.Sc CVT 2018-19 III Sem VI,,TUITION FEE,0,0,0,90000,0,0,0,0,0,
715027,30-04-2020,2020-2021,2020-2021,NRI,SCHOLARSHIP,610247,18SMCS1010109,18SMCS1010109,Active,General,School of Media & Communication Studies,BA Journalism & Mass Communication,School of Media & Communication Studies,BJMC 2018-19 III Sem VI,,TUITION FEE,0,0,0,90000,0,0,0,0,0,
715028,30-04-2020,2020-2021,2020-2021,AIE,REVJV,1008571,18GSOB1010216,18GSOB1010216,Active,General,School of Business,Bachelor of Business Administration,School of Business,BBA 2018-19 III Sem VI,2019-20/C13/ADJ/TF/338,Adjusted_Amount,0,0,0,0,0,0,-2610,0,0,TUITION FEE
715029,30-04-2020,2020-2021,2020-2021,NRI,SCHOLARSHIP,610278,18SMAS1040041,18SMAS1040041,Active,General,School of Medical and Allied Sciences,B.Sc Cardiovascular Technology,School of Medical and Allied Sciences,B.Sc CVT 2018-19 III Sem VI,,TUITION FEE,0,0,0,90000,0,0,0,0,0,
715030,30-04-2020,2020-2021,2020-2021,NRI,SCHOLARSHIP,610266,18SMAS1050037,18SMAS1050037,Active,General,School of Medical and Allied Sciences,B.Sc. Medical Lab Technology,School of Medical and Allied Sciences,B.Sc MLT-2018-19 III Sem VI,,TUITION FEE,0,0,0,90000,0,0,0,0,0,
715031,30-04-2020,2020-2021,2020-2021,NRI,SCHOLARSHIP,610263,18SMAS1050039,18SMAS1050039,Cancelled,General,School of Medical and Allied Sciences,B.Sc. Medical Lab Technology,School of Medical and Allied Sciences,B.Sc MLT-2018-19 III Sem V,,TUITION FEE,0,0,0,90000,0,0,0,0,0,
715032,30-04-2020,2020-2021,2020-2021,NRI,SCHOLARSHIP,610257,18SMAS1050042,18SMAS1050042,Active,General,School of Medical and Allied Sciences,B.Sc. Medical Lab Technology,School of Medical and Allied Sciences,B.Sc MLT-2018-19 III Sem VI,,TUITION FEE,0,0,0,90000,0,0,0,0,0,
715033,30-04-2020,2020-2021,2020-2021,NRI,SCHOLARSHIP,610094,18SOCE1010061,18SOCE1010061,Active,General,School of Civil Engineering,B.Tech/B.Tech (Hons) Civil Engineering,School of Civil Engineering,B.Tech Civil 2018-19 III Sem VI,,TUITION FEE,0,0,0,74500,0,0,0,0,0,
715034,30-04-2020,2020-2021,2020-2021,NRI,SCHOLARSHIP,610301,18SMAS1040033,18SMAS1040033,Active,General,School of Medical and Allied Sciences,B.Sc Cardiovascular Technology,School of Medical and Allied Sciences,B.Sc CVT 2018-19 III Sem VI,,TUITION FEE,0,0,0,90000,0,0,0,0,0,
715035,30-04-2020,2020-2021,2020-2021,NRI,SCHOLARSHIP,610328,18SMAS1040023,18SMAS1040023,Active,General,School of Medical and Allied Sciences,B.Sc Cardiovascular Technology,School of Medical and Allied Sciences,B.Sc CVT 2018-19 III Sem VI,,TUITION FEE,0,0,0,90000,0,0,0,0,0,
715036,30-04-2020,2020-2021,2020-2021,NRI,SCHOLARSHIP,610325,18SMAS1040024,18SMAS1040024,Active,General,School of Medical and Allied Sciences,B.Sc Cardiovascular Technology,School of Medical and Allied Sciences,B.Sc CVT 2018-19 III Sem VI,,TUITION FEE,0,0,0,90000,0,0,0,0,0,
715037,30-04-2020,2020-2021,2020-2021,NRI,SCHOLARSHIP,610336,18SMAS1030040,18SMAS1030040,Active,General,School of Medical and Allied Sciences,Bachelor of Optometry,School of Medical and Allied Sciences,B.OPT-2018-19 III Sem VI,,TUITION FEE,0,0,0,15000,0,0,0,0,0,
715038,30-04-2020,2020-2021,2020-2021,AIE,RCPT,942036,19SCSE1040168,19SCSE1040168,Active,General,School of Computing Science & Engineering,BCA,School of Computing Science,BCA 2019-20 II Sem IV,2019-20/C13/NEFT/TF/4332,TUITION FEE,0,77000,0,0,0,0,0,0,0,30/04/2020 < NEFT/ 0430i26066918081/ WASIF ISMAIL/ IBKL0NEFT01 < 87500
715039,30-04-2020,2020-2021,2020-2021,AIE,RCPT,942036,19SCSE1040168,19SCSE1040168,Active,General,School of Computing Science & Engineering,BCA,School of Computing Science,BCA 2019-20 II Sem IV,2019-20/C13/NEFT/TF/4332,Ajustable_Excess_Amount,0,500,0,0,0,0,0,0,0,30/04/2020 < NEFT/ 0430i26066918081/ WASIF ISMAIL/ IBKL0NEFT01 < 87500
715040,30-04-2020,2020-2021,2020-2021,AIE,RCPT,942036,19SCSE1040168,19SCSE1040168,Active,General,School of Computing Science & Engineering,BCA,School of Computing Science,BCA 2019-20 II Sem IV,2019-20/C13/NEFT/TF/4332,Exam Fee,0,10000,0,0,0,0,0,0,0,30/04/2020 < NEFT/ 0430i26066918081/ WASIF ISMAIL/ IBKL0NEFT01 < 87500
715041,30-04-2020,2020-2021,2020-2021,NRI,SCHOLARSHIP,610344,18SMAS1020104,18SMAS1020104,Active,General,School of Medical and Allied Sciences,Bachelor of Pharmacy,School of Medical and Allied Sciences,B.Pharma 2018-19 III Sem VI,,TUITION FEE,0,0,0,90000,0,0,0,0,0,
715042,30-04-2020,2020-2021,2020-2021,NRI,SCHOLARSHIP,610274,18SMAS1040042,18SMAS1040042,Active,General,School of Medical and Allied Sciences,B.Sc Cardiovascular Technology,School of Medical and Allied Sciences,B.Sc CVT 2018-19 III Sem VI,,TUITION FEE,0,0,0,90000,0,0,0,0,0,
715043,30-04-2020,2020-2021,2020-2021,AIE,RCPT,945825,19SMAS4010024,19SMAS4010024,Active,General,School of Medical and Allied Sciences,D.Pharm (Diploma in Pharmacy),School of Medical and Allied Sciences,D.PHARMA 2019-20 II Sem IV,2019-20/C13/NEFT/TF/4330,TUITION FEE,0,100000,0,0,0,0,0,0,0,30/04/2020 < NEFT/ AXMB201216845083/ MD SANJAR ALAM/ UTIB0000624 < 110000
715044,30-04-2020,2020-2021,2020-2021,AIE,RCPT,945825,19SMAS4010024,19SMAS4010024,Active,General,School of Medical and Allied Sciences,D.Pharm (Diploma in Pharmacy),School of Medical and Allied Sciences,D.PHARMA 2019-20 II Sem IV,2019-20/C13/NEFT/TF/4330,Exam Fee,0,10000,0,0,0,0,0,0,0,30/04/2020 < NEFT/ AXMB201216845083/ MD SANJAR ALAM/ UTIB0000624 < 110000
715045,30-04-2020,2020-2021,2020-2021,AIE,RCPT,952521,19SMAS1020041,19SMAS1020041,Active,General,School of Medical and Allied Sciences,Bachelor of Pharmacy,School of Medical and Allied Sciences,B.Pharma 2019-20 II Sem IV,2019-20/C13/NEFT/TF/4875,TUITION FEE,0,129000,0,0,0,0,0,0,0,30/04/2020 < NEFT/ PUNBH20121442396/ LALITA GAUTAM/ PUNB0257200 < 139000
715046,30-04-2020,2020-2021,2020-2021,AIE,RCPT,952521,19SMAS1020041,19SMAS1020041,Active,General,School of Medical and Allied Sciences,Bachelor of Pharmacy,School of Medical and Allied Sciences,B.Pharma 2019-20 II Sem IV,2019-20/C13/NEFT/TF/4875,Exam Fee,0,10000,0,0,0,0,0,0,0,30/04/2020 < NEFT/ PUNBH20121442396/ LALITA GAUTAM/ PUNB0257200 < 139000
715047,30-04-2020,2020-2021,2020-2021,NRI,SCHOLARSHIP,610309,18SMAS1040031,18SMAS1040031,Active,General,School of Medical and Allied Sciences,B.Sc Cardiovascular Technology,School of Medical and Allied Sciences,B.Sc CVT 2018-19 III Sem VI,,TUITION FEE,0,0,0,90000,0,0,0,0,0,
715048,30-04-2020,2020-2021,2020-2021,NRI,SCHOLARSHIP,610305,18SMAS1040032,18SMAS1040032,Active,General,School of Medical and Allied Sciences,B.Sc Cardiovascular Technology,School of Medical and Allied Sciences,B.Sc CVT 2018-19 III Sem VI,,TUITION FEE,0,0,0,90000,0,0,0,0,0,
715049,30-04-2020,2020-2021,2020-2021,NRI,SCHOLARSHIP,610313,18SMAS1040030,18SMAS1040030,Active,General,School of Medical and Allied Sciences,B.Sc Cardiovascular Technology,School of Medical and Allied Sciences,B.Sc CVT 2018-19 III Sem VI,,TUITION FEE,0,0,0,90000,0,0,0,0,0,
715050,30-04-2020,2020-2021,2020-2021,NRI,SCHOLARSHIP,610317,18SMAS1040029,18SMAS1040029,Active,General,School of Medical and Allied Sciences,B.Sc Cardiovascular Technology,School of Medical and Allied Sciences,B.Sc CVT 2018-19 III Sem VI,,TUITION FEE,0,0,0,90000,0,0,0,0,0,
715051,30-04-2020,2020-2021,2020-2021,NRI,SCHOLARSHIP,610321,18SMAS1040026,18SMAS1040026,Active,General,School of Medical and Allied Sciences,B.Sc Cardiovascular Technology,School of Medical and Allied Sciences,B.Sc CVT 2018-19 III Sem VI,,TUITION FEE,0,0,0,90000,0,0,0,0,0,
715052,30-04-2020,2020-2021,2020-2021,NRI,SCHOLARSHIP,610349,18SMAS1020102,18SMAS1020102,Active,General,School of Medical and Allied Sciences,Bachelor of Pharmacy,School of Medical and Allied Sciences,B.Pharma 2018-19 III Sem VI,,TUITION FEE,0,0,0,72000,0,0,0,0,0,
715053,30-04-2020,2020-2021,2020-2021,NRI,SCHOLARSHIP,610072,18SOCH1010012,18SOCH1010012,Active,General,School of Chemical Engineering,B.Tech/B.Tech (Hons) Chemical Engineering,School of Chemical Engineering,BTech Chemical Engineering 2018-19 III SEM VI,,TUITION FEE,0,0,0,114000,0,0,0,0,0,
715054,30-04-2020,2020-2021,2020-2021,NRI,SCHOLARSHIP,610931,18GSOL1020124,18GSOL1020124,Active,General,School of Law,Integrated BA + LLB (Hons.),School of Law,BALLB 2018-19 III Sem VI,,TUITION FEE,0,0,0,105000,0,0,0,0,0,
715055,30-04-2020,2020-2021,2020-2021,NRI,SCHOLARSHIP,610666,18SCSE1040127,18SCSE1040127,Active,General,School of Computing Science & Engineering,BCA,School of Computing Science,BCA 2018-19 III Sem VI,,TUITION FEE,0,0,0,90000,0,0,0,0,0,
715056,30-04-2020,2020-2021,2020-2021,NRI,SCHOLARSHIP,610662,18SCSE1040133,18SCSE1040133,Active,General,School of Computing Science & Engineering,BCA,School of Computing Science,BCA 2018-19 III Sem VI,,TUITION FEE,0,0,0,90000,0,0,0,0,0,
715057,30-04-2020,2020-2021,2020-2021,NRI,SCHOLARSHIP,610659,18SCSE1040134,18SCSE1040134,Active,General,School of Computing Science & Engineering,BCA,School of Computing Science,BCA 2018-19 III Sem VI,,TUITION FEE,0,0,0,90000,0,0,0,0,0,
715058,30-04-2020,2020-2021,2020-2021,NRI,SCHOLARSHIP,610670,18SCSE1040126,18SCSE1040126,Cancelled,General,School of Computing Science & Engineering,BCA,School of Computing Science,BCA 2019-20 II Sem IV,,TUITION FEE,0,0,0,90000,0,0,0,0,0,
715059,30-04-2020,2020-2021,2020-2021,NRI,SCHOLARSHIP,610673,18SCSE1040124,18SCSE1040124,Active,General,School of Computing Science & Engineering,BCA,School of Computing Science,BCA 2018-19 III Sem VI,,TUITION FEE,0,0,0,90000,0,0,0,0,0,
715060,30-04-2020,2020-2021,2020-2021,NRI,SCHOLARSHIP,611008,18GSOB1050002,18GSOB1050002,Active,General,School of Business,Diploma in Business Administration ,School of Business,Diploma in Business Administration 2018-19 III Sem VI,,TUITION FEE,0,0,0,75000,0,0,0,0,0,
715061,30-04-2020,2020-2021,2020-2021,NRI,SCHOLARSHIP,610882,18GSON1010029,18GSON1010029,Active,General,School of Nursing,B.Sc. (Nursing),School of Nursing,B.Sc. (Nursing) 2018-19 III SEM V,,TUITION FEE,0,0,0,90000,0,0,0,0,0,
715062,30-04-2020,2020-2021,2020-2021,NRI,SCHOLARSHIP,610894,18GSOL1030075,18GSOL1030075,Active,General,School of Law,Integrated BBA + LLB (Hons.),School of Law,BBALLB 2018-19 III Sem VI,,TUITION FEE,0,0,0,105000,0,0,0,0,0,
715063,30-04-2020,2020-2021,2020-2021,NRI,SCHOLARSHIP,610656,18SCSE1040138,18SCSE1040138,Active,General,School of Computing Science & Engineering,BCA,School of Computing Science,BCA 2018-19 III Sem VI,,TUITION FEE,0,0,0,54000,0,0,0,0,0,
715064,30-04-2020,2020-2021,2020-2021,NRI,SCHOLARSHIP,610653,18SCSE1040145,18SCSE1040145,Active,General,School of Computing Science & Engineering,BCA,School of Computing Science,BCA 2019-20 II Sem IV,,TUITION FEE,0,0,0,90000,0,0,0,0,0,
715065,30-04-2020,2020-2021,2020-2021,AIE,RCPT,947716,19SMAS1020107,19SMAS1020107,Active,General,School of Medical and Allied Sciences,Bachelor of Pharmacy,School of Medical and Allied Sciences,B.Pharma 2019-20 II Sem IV,2019-20/C13/NEFT/TF/4331,TUITION FEE,0,129000,0,0,0,0,0,0,0,30/04/2020 < NEFT/ IOBAN20121199782/ VISESVAR SHARMA/ IOBA0002442 < 139000
715066,30-04-2020,2020-2021,2020-2021,AIE,RCPT,947716,19SMAS1020107,19SMAS1020107,Active,General,School of Medical and Allied Sciences,Bachelor of Pharmacy,School of Medical and Allied Sciences,B.Pharma 2019-20 II Sem IV,2019-20/C13/NEFT/TF/4331,Exam Fee,0,10000,0,0,0,0,0,0,0,30/04/2020 < NEFT/ IOBAN20121199782/ VISESVAR SHARMA/ IOBA0002442 < 139000
715067,30-04-2020,2020-2021,2020-2021,NRI,SCHOLARSHIP,610722,18SCSE1010630,18SCSE1010630,Active,General,School of Computing Science & Engineering,B.Tech/B.Tech (Hons) Computer Science Engineering,School of Computing Science,B.Tech CSE 2018-19 III Sem VI,,TUITION FEE,0,0,0,74500,0,0,0,0,0,
715068,30-04-2020,2020-2021,2020-2021,NRI,SCHOLARSHIP,611105,18GPTC4090005,18GPTC4090005,Active,General,Gs Polytechnic,Diploma in Chemical Engineering,Gs Polytechnic,Diploma Chemical Engineering 2018-19 III Sem VI,,TUITION FEE,0,0,0,75000,0,0,0,0,0,
715069,30-04-2020,2020-2021,2020-2021,NRI,SCHOLARSHIP,611101,18GPTC4090006,18GPTC4090006,Cancelled,General,Gs Polytechnic,Diploma in Chemical Engineering,Gs Polytechnic,Diploma Chemical Engineering 2018-19 III Sem VI,,TUITION FEE,0,0,0,75000,0,0,0,0,0,
715070,30-04-2020,2020-2021,2020-2021,NRI,SCHOLARSHIP,611114,18GPTC4070021,18GPTC4070021,Active,General,Gs Polytechnic,Diploma in Electronics & Communication Engineering,Gs Polytechnic,Diploma Electronics & Communication Engineering 2018-19 III Sem VI,,TUITION FEE,0,0,0,75000,0,0,0,0,0,
715071,30-04-2020,2020-2021,2020-2021,NRI,SCHOLARSHIP,610637,18SCSE1140067,18SCSE1140067,Active,General,School of Computing Science & Engineering,B.Tech (Hons) Computer Science & Engineering with specialisation in Computer Network & Cyber Security,School of Computing Science,B.Tech CSE CNCS 2018-19 III Sem VI,,TUITION FEE,0,0,0,51000,0,0,0,0,0,
715072,30-04-2020,2020-2021,2020-2021,NRI,SCHOLARSHIP,610645,18SCSE1120025,18SCSE1120025,Active,General,School of Computing Science & Engineering,B.Tech (Hons) Computer Science & Engineering with specialisation in Data Analytics,School of Computing Science,B.Tech CSE DA 2018-19 III Sem VI,,TUITION FEE,0,0,0,38250,0,0,0,0,0,
715073,30-04-2020,2020-2021,2020-2021,NRI,SCHOLARSHIP,610645,18SCSE1120025,18SCSE1120025,Active,General,School of Computing Science & Engineering,B.Tech (Hons) Computer Science & Engineering with specialisation in Data Analytics,School of Computing Science,B.Tech CSE DA 2018-19 III Sem VI,,Exam Fee,0,0,0,10000,0,0,0,0,0,
